member_id,firstname,surname,email,birthday,over_year,membership_level
tpor5250,Teresa,Porter,teresaporter914@hmail.com,7/15/2001,TRUE,Bronze
datk5752,Danielle,Atkins,danielle.at811@coldmail.com,1/24/1999,FALSE,Silver
jbur2751,Jade,Burke,jade.bu722@coldmail.com,1/1/2002,FALSE,Bronze
swol9486,Sarah,Wolfe,sarah.wo453@aobell.com,4/9/1982,TRUE,Bronze
bcol1356,Beverly,Collier,beverly.co195@aobell.com,5/22/1996,TRUE,Bronze
sbak3968,Susan,Baker,susanbaker978@coldmail.com,10/5/1989,FALSE,Bronze
tcol7885,Traci,Cole,traci.co686@coldmail.com,5/11/2002,TRUE,Bronze
lcoo9045,Lawrence,Cooper,supercooper953@thecoopers.com,1/11/2003,FALSE,Bronze
vgue7877,Valerie,Guerrero,valerieguerrero919@theguerreros.com,7/17/1989,TRUE,Bronze
jtuc1374,Justin,Tucker,j.tucker534@hmail.com,6/15/2005,TRUE,Bronze
dgib7053,Donna,Gibbs,donnagibbs930@aobell.com,7/15/1988,TRUE,Silver
sram1586,Sharon,Ramos,sharoncool605@coldmail.com,9/5/1996,FALSE,Silver
mhal2608,Martin,Hall,martinbear91@coldmail.com,2/23/1993,TRUE,Bronze
wtay8464,William,Taylor,w.taylor405@hmail.com,2/17/2000,FALSE,Gold
arey4812,Ashley,Reyes,ashley.reyes761@coldmail.com,3/7/2005,FALSE,Bronze
kpac5187,Kevin,Pacheco,kevin.pa322@thepachecos.com,6/17/1992,TRUE,Gold
vwil9431,Valerie,Wilson,valeriewilson167@hmail.com,6/21/1983,FALSE,Silver
hwhi1163,Heather,White,heathercool693@thewhites.com,7/12/1991,TRUE,Silver
mort4103,Maria,Ortiz,maria.ortiz483@aobell.com,3/7/2002,FALSE,Silver
aall4375,Andrea,Allen,andrea.allen233@coldmail.com,1/12/2002,TRUE,Bronze
atow5627,Angela,Townsend,generaltownsend479@hmail.com,6/21/2003,FALSE,Silver
jweb6580,Jennifer,Webster,j.webster521@hmail.com,11/8/1975,TRUE,Silver
pwri6581,Patrick,Wright,patrickwright411@thewrights.com,12/3/1986,TRUE,Gold
skno4611,Stephen,Knox,stephenreal345@theknoxs.com,10/19/1999,FALSE,Bronze
skin2318,Susan,King,susanking701@coldmail.com,5/12/1983,FALSE,Bronze
dcam9263,Dean,Campos,dean.campos19@hmail.com,10/3/2003,FALSE,Silver
kmen9012,Kyle,Mendez,k.mendez161@themendezs.com,3/16/2002,FALSE,Silver
eham2222,Emily,Hampton,emily.ha135@aobell.com,3/2/2000,TRUE,Bronze
rcha5568,Rachel,Charles,generalcharles865@coldmail.com,11/27/1982,FALSE,Bronze
dbla3907,Daniel,Blake,danielblake527@hmail.com,4/6/2000,TRUE,Bronze
msul9035,Morgan,Sullivan,admiralsullivan131@thesullivans.com,7/3/1984,TRUE,Gold
smor4232,Steven,Morrison,s.morrison522@hmail.com,11/3/1994,TRUE,Silver
wcal9179,William,Calhoun,william.calhoun692@thecalhouns.com,7/27/1995,FALSE,Silver
jall8134,Jared,Allen,admiralallen225@theallens.com,5/14/1994,FALSE,Bronze
twag6657,Tammy,Wagner,darthwagner181@coldmail.com,6/17/1992,FALSE,Bronze
lhar7536,Lisa,Harvey,l.harvey737@aobell.com,11/6/2003,FALSE,Bronze
akel4726,Alexandra,Kelley,superkelley671@hmail.com,11/20/1982,TRUE,Silver
rrob8264,Raymond,Robles,darthrobles944@coldmail.com,10/10/1992,TRUE,Silver
pcoo3436,Patrick,Cooper,patrickcooper377@thecoopers.com,3/25/2005,TRUE,Bronze
jhub1830,Jonathan,Hubbard,jonathan.hubbard970@aobell.com,3/13/1985,FALSE,Bronze
knel1583,Kathleen,Nelson,kathleen.ne16@thenelsons.com,10/6/1996,TRUE,Bronze
mcas5537,Mary,Castro,maryreal969@coldmail.com,4/27/1988,TRUE,Silver
mcla4876,Mark,Clark,mark.cl860@aobell.com,10/1/1991,FALSE,Silver
srob9916,Samuel,Roberts,samuel.ro355@therobertss.com,8/20/2000,TRUE,Gold
bsmi8648,Brittany,Smith,brittanysmith580@aobell.com,9/24/1976,TRUE,Silver
rhay7668,Raymond,Hayes,raymondhayes656@coldmail.com,6/8/1999,FALSE,Bronze
asim6906,Alyssa,Simmons,alyssasimmons211@thesimmonss.com,10/13/1997,TRUE,Silver
abro3910,Andrea,Brown,tinybrown644@aobell.com,11/25/1996,FALSE,Silver
kalv6249,Kyle,Alvarado,kyle.al327@aobell.com,9/6/1989,FALSE,Silver
hjon8727,Heidi,Jones,captainjones503@thejoness.com,2/25/2005,TRUE,Bronze
aful6200,Allison,Fuller,tinyfuller988@thefullers.com,11/28/1988,TRUE,Bronze
kwis5760,Katherine,Wise,k.wise244@aobell.com,9/18/1982,TRUE,Bronze
swil8753,Sandra,Williams,sandra.williams615@coldmail.com,11/25/2005,TRUE,Bronze
clop3814,Carla,Lopez,carla.lo869@coldmail.com,12/15/1994,FALSE,Gold
rvan1302,Ryan,Vance,ryancheese503@aobell.com,6/21/2005,TRUE,Bronze
glee3994,Gerald,Lee,superlee622@coldmail.com,10/1/2002,TRUE,Bronze
swil4790,Sherri,Williams,sherricheese354@hmail.com,10/14/1980,FALSE,Silver
drey6061,Donna,Reyes,d.reyes530@hmail.com,7/28/1982,FALSE,Bronze
jvel4316,John,Velasquez,johncheese98@aobell.com,4/27/2004,TRUE,Silver
wosb9594,William,Osborne,william.osborne884@aobell.com,3/13/1996,FALSE,Silver
mrey1994,Mikayla,Reyes,m.reyes956@aobell.com,3/13/2003,FALSE,Silver
npri4277,Natalie,Price,darthprice204@hmail.com,4/19/1971,FALSE,Silver
ahar3236,Austin,Hardin,a.hardin836@hmail.com,12/13/1995,TRUE,Bronze
emas3415,Emily,Mason,emily.ma376@hmail.com,11/22/1999,TRUE,Bronze
scab8961,Susan,Cabrera,susanreal163@thecabreras.com,7/9/1981,TRUE,Gold
ksan3221,Katherine,Sanchez,katherinesanchez415@coldmail.com,7/31/2003,FALSE,Bronze
sros8840,Stacy,Rose,s.rose143@hmail.com,5/16/1992,TRUE,Gold
dols9680,Daisy,Olson,d.olson640@hmail.com,2/12/1980,TRUE,Silver
jdav8244,John,Davidson,johnbear997@coldmail.com,12/16/2004,TRUE,Gold
atay8468,Amanda,Taylor,amandataylor430@coldmail.com,6/17/1990,FALSE,Silver
jlee1521,Joshua,Lee,generallee137@thelees.com,7/16/1995,FALSE,Bronze
kwil6249,Kayla,Williams,k.williams107@coldmail.com,12/27/2000,TRUE,Silver
sand4789,Sharon,Anderson,sharon.anderson37@hmail.com,4/8/1989,TRUE,Gold
hgre5008,Hailey,Greer,hailey.gr843@hmail.com,2/7/1992,FALSE,Gold
rbro8197,Roberta,Brown,r.brown778@thebrowns.com,4/17/2002,TRUE,Silver
jspe6399,Jeffrey,Spencer,jeffrey.sp298@hmail.com,12/30/2002,TRUE,Silver
awag5795,Audrey,Wagner,captainwagner268@thewagners.com,6/6/2001,TRUE,Silver
mzim9455,Misty,Zimmerman,misty.zimmerman708@aobell.com,8/11/2003,FALSE,Silver
crho5929,Cassidy,Rhodes,cassidy.rh418@coldmail.com,9/18/2001,FALSE,Silver
rtor2365,Rachel,Torres,r.torres814@coldmail.com,3/31/1984,FALSE,Bronze
jcon6112,Jason,Contreras,awesomecontreras886@coldmail.com,3/12/2003,FALSE,Silver
mweb7185,Mary,Weber,mary.we694@hmail.com,9/5/1996,FALSE,Bronze
sham5674,Scott,Hamilton,scott.hamilton579@coldmail.com,7/23/2000,FALSE,Bronze
cfor6017,Caitlin,Ford,admiralford477@hmail.com,2/28/2003,FALSE,Gold
jbar8563,Jeffrey,Barker,j.barker502@hmail.com,1/16/2001,TRUE,Gold
jpar8049,Julie,Parks,captainparks285@theparkss.com,11/3/2004,TRUE,Bronze
lful1800,Lucas,Fuller,lucas.fu355@hmail.com,4/17/1977,TRUE,Gold
dper2978,Diane,Perez,dianemountain25@hmail.com,10/17/2001,FALSE,Bronze
swil8304,Sarah,Wilson,sarahreal478@thewilsons.com,1/28/2001,FALSE,Bronze
ewhi2591,Eddie,Whitehead,generalwhitehead968@coldmail.com,11/8/1998,FALSE,Silver
mada5872,Michael,Adams,m.adams768@aobell.com,10/4/1993,TRUE,Silver
bdia2390,Brenda,Diaz,brenda.di792@aobell.com,2/28/2005,TRUE,Gold
jhow1586,Joseph,Howard,captainhoward475@aobell.com,9/24/2005,FALSE,Bronze
jhil1898,James,Hill,generalhill292@coldmail.com,3/7/2003,FALSE,Bronze
catk5247,Cory,Atkinson,coryatkinson965@coldmail.com,10/6/1990,FALSE,Silver
mbri7456,Martha,Briggs,captainbriggs237@aobell.com,8/15/2005,TRUE,Gold
dcol2736,Dawn,Collins,d.collins137@aobell.com,12/15/1982,FALSE,Gold
reve2355,Robert,Everett,robert.ev669@theeveretts.com,2/9/1989,FALSE,Silver
jdav5075,Jennifer,Davis,jennifer.davis260@hmail.com,10/2/2001,FALSE,Silver
atho9364,Amanda,Thomas,tinythomas244@aobell.com,4/9/2000,FALSE,Silver
tros6022,Travis,Ross,travis.ro874@coldmail.com,4/4/1994,FALSE,Bronze
tlew5378,Tammy,Lewis,tammylewis433@coldmail.com,11/19/2000,FALSE,Bronze
sram3979,Stacy,Ramos,darthramos826@theramoss.com,7/17/1985,TRUE,Bronze
bjim6900,Bailey,Jimenez,captainjimenez937@thejimenezs.com,1/18/1998,FALSE,Bronze
mval8879,Meghan,Valdez,meghan.va967@hmail.com,3/20/2002,FALSE,Bronze
mski6070,Michael,Skinner,michael.skinner84@theskinners.com,2/11/1999,TRUE,Silver
nmas2903,Nicole,Mason,nicolecool152@themasons.com,3/21/2004,FALSE,Bronze
rwat3966,Ryan,Watts,ryanbear397@coldmail.com,7/30/2000,TRUE,Gold
dbla3471,Dana,Blackburn,generalblackburn357@coldmail.com,12/1/1996,FALSE,Silver
tdec7456,Tracy,Decker,tinydecker923@thedeckers.com,12/29/1988,TRUE,Silver
bjac3927,Billy,Jackson,billy.jackson973@coldmail.com,1/24/1986,FALSE,Silver
sbau4378,Sarah,Bauer,sarahcheese716@aobell.com,8/20/1999,FALSE,Bronze
tjoh9407,Taylor,Johnson,t.johnson519@coldmail.com,1/30/2003,FALSE,Bronze
moli1605,Monica,Oliver,monicaoliver655@hmail.com,7/18/1998,FALSE,Bronze
jgon8183,Jennifer,Gonzales,jennifergonzales206@coldmail.com,7/4/1998,TRUE,Bronze
nort6093,Norma,Ortiz,superortiz670@coldmail.com,2/20/1991,TRUE,Bronze
srey2111,Samantha,Reyes,s.reyes15@coldmail.com,10/18/1999,FALSE,Bronze
chug3874,Carolyn,Hughes,awesomehughes8@thehughess.com,11/19/2000,TRUE,Gold
mvas3662,Manuel,Vasquez,manuelvasquez269@hmail.com,11/18/1985,FALSE,Bronze
zgon8486,Zachary,Gonzalez,zachary.gonzalez491@thegonzalezs.com,7/19/2001,TRUE,Silver
ktay3372,Kimberly,Taylor,kimberly.ta123@aobell.com,6/23/1992,TRUE,Silver
dcon8991,Donna,Conley,donna.conley269@theconleys.com,7/23/2005,FALSE,Silver
vbow1903,Vincent,Bowen,vincent.bo987@aobell.com,4/30/2005,TRUE,Silver
kfit5767,Kelly,Fitzgerald,kelly.fi832@thefitzgeralds.com,4/6/1994,TRUE,Bronze
dmoo7294,Danielle,Moore,danielle.moore386@coldmail.com,3/18/2005,FALSE,Bronze
dhar6158,Darlene,Harris,captainharris31@aobell.com,2/15/2001,FALSE,Silver
cgar8466,Christian,Garcia,christian.ga900@thegarcias.com,9/24/1993,TRUE,Silver
awil1845,Austin,Williams,awesomewilliams188@hmail.com,8/16/2001,FALSE,Bronze
ccha5826,Charlotte,Chavez,charlottechavez277@coldmail.com,6/2/1999,TRUE,Silver
rmur8518,Raven,Murray,raven.mu801@coldmail.com,2/9/2002,TRUE,Bronze
djor6752,David,Jordan,davidjordan441@aobell.com,11/15/1981,TRUE,Bronze
dale1651,David,Alexander,david.alexander640@hmail.com,5/27/2005,TRUE,Silver
wbec1623,Wendy,Beck,wendybear15@aobell.com,2/22/1991,TRUE,Silver
jcas2586,Joseph,Casey,j.casey497@hmail.com,8/15/2003,TRUE,Bronze
brob3779,Billy,Robinson,billy.robinson955@therobinsons.com,12/28/2000,TRUE,Silver
syan4904,Sherry,Yang,s.yang217@coldmail.com,9/22/2003,FALSE,Silver
hgil9129,Heidi,Gilbert,heidi.gi785@coldmail.com,10/1/1998,FALSE,Bronze
asan2894,Alexander,Sanders,a.sanders406@coldmail.com,4/4/2002,FALSE,Bronze
dhil7681,Danielle,Hill,daniellecool661@thehills.com,9/25/1980,TRUE,Gold
jhic4636,Jason,Hicks,jason.hicks428@coldmail.com,2/18/2003,FALSE,Gold
sdoy9967,Sarah,Doyle,sarahbear653@hmail.com,4/24/1993,FALSE,Bronze
ohar4331,Olivia,Harding,oliviaharding326@hmail.com,10/23/2000,FALSE,Silver
nste7221,Nicole,Stephens,nicole.stephens744@coldmail.com,12/17/2005,FALSE,Bronze
jgra5537,Jacqueline,Graham,jacquelinegraham678@thegrahams.com,12/17/1982,TRUE,Bronze
mher5942,Mary,Hernandez,m.hernandez806@thehernandezs.com,7/28/2002,FALSE,Silver
cmor4187,Courtney,Morrison,courtneymountain637@themorrisons.com,8/12/1990,FALSE,Silver
mher5217,Maria,Herrera,m.herrera809@coldmail.com,8/22/2003,FALSE,Silver
lsim5994,Lisa,Sims,lisa.si118@coldmail.com,7/14/2004,TRUE,Bronze
egra2363,Eric,Gray,e.gray968@thegrays.com,8/24/1999,FALSE,Gold
edav9234,Emily,Davis,emily.da72@coldmail.com,11/5/2000,TRUE,Silver
hjon2266,Heather,Jones,heather.jones65@aobell.com,5/22/1991,TRUE,Silver
jhol5265,Jodi,Holmes,jodi.holmes286@aobell.com,2/21/1996,FALSE,Bronze
jaya3796,James,Ayala,james.ay926@hmail.com,4/16/1991,TRUE,Bronze
jwhe8185,Jill,Wheeler,j.wheeler946@coldmail.com,1/1/1987,TRUE,Bronze
ches2220,Christina,Hess,christinacheese493@aobell.com,3/17/2004,TRUE,Silver
fbro3458,Felicia,Brown,f.brown115@aobell.com,12/13/1998,FALSE,Gold
chen4467,Christine,Hensley,christine.hensley262@aobell.com,4/21/1997,TRUE,Silver
rmil6594,Rebecca,Miller,rebecca.miller667@coldmail.com,1/2/1981,FALSE,Bronze
lcob3850,Lori,Cobb,l.cobb845@hmail.com,9/10/1980,FALSE,Bronze
mbar9933,Michelle,Barr,michelle.barr448@hmail.com,2/11/2001,FALSE,Bronze
mkim1686,Melissa,Kim,melissacheese548@coldmail.com,8/20/2004,FALSE,Bronze
asto7618,Anthony,Stout,anthony.stout44@aobell.com,2/1/2001,TRUE,Gold
jjoy1961,Justin,Joyce,justinjoyce440@coldmail.com,6/19/1999,FALSE,Silver
jvan1151,Julie,Vang,julie.vang221@hmail.com,4/22/1988,TRUE,Bronze
jkel8401,Joseph,Kelly,awesomekelly927@coldmail.com,5/5/1985,TRUE,Silver
jmor6478,Jennifer,Morris,admiralmorris824@hmail.com,4/1/1999,TRUE,Silver
pngu2763,Patrick,Nguyen,patrickcheese660@aobell.com,10/13/2000,FALSE,Bronze
jrob4584,Jaime,Robinson,jaimecheese352@therobinsons.com,11/11/1980,TRUE,Gold
bhal1724,Brenda,Hall,brenda.hall618@coldmail.com,11/28/2001,TRUE,Bronze
ksmi3749,Kathleen,Smith,kathleencheese852@thesmiths.com,4/6/1975,FALSE,Silver
rgib3088,Robin,Gibson,robingibson355@hmail.com,10/30/2001,TRUE,Bronze
ejar9259,Eric,Jarvis,eric.ja358@coldmail.com,4/30/1996,TRUE,Silver
tjoh2867,Timothy,Johnson,timothycool218@aobell.com,11/10/2000,FALSE,Bronze
sgon6617,Shane,Gonzalez,shane.go192@hmail.com,6/6/1961,TRUE,Silver
rfro6804,Ross,Frost,rosscheese33@thefrosts.com,4/19/1973,FALSE,Bronze
jfox3095,Jessica,Fox,jessica.fox386@coldmail.com,7/24/2005,TRUE,Gold
jdic3644,Jennifer,Dickerson,jenniferdickerson893@aobell.com,7/13/2001,FALSE,Bronze
krho6361,Kaylee,Rhodes,darthrhodes443@coldmail.com,2/9/1998,FALSE,Bronze
ssil5455,Sylvia,Silva,sylvia.si12@thesilvas.com,2/28/1995,FALSE,Bronze
cste9303,Christine,Stevens,generalstevens438@hmail.com,1/24/2002,TRUE,Bronze
ecar8061,Elizabeth,Carter,elizabethreal76@coldmail.com,9/18/1998,FALSE,Bronze
egol6742,Elizabeth,Golden,elizabethbear802@thegoldens.com,8/12/1992,FALSE,Silver
dric9426,Denise,Rice,denisereal366@coldmail.com,8/20/2000,FALSE,Bronze
jjoh2767,Joshua,Johnson,j.johnson17@thejohnsons.com,8/23/2002,FALSE,Bronze
cjoh4993,Clifford,Johnson,cliffordjohnson806@coldmail.com,5/22/2000,TRUE,Silver
aguz5505,Amy,Guzman,a.guzman699@aobell.com,11/12/1994,TRUE,Silver
lgil1972,Lisa,Gill,lisa.gi283@hmail.com,12/26/2004,FALSE,Silver
jcar1693,Jessica,Carr,jessicacarr334@thecarrs.com,2/7/1998,TRUE,Bronze
cmas6669,Chelsea,Mason,chelseareal308@themasons.com,3/5/2000,FALSE,Silver
sper1710,Sarah,Perez,s.perez958@theperezs.com,4/16/1969,FALSE,Silver
mtur1382,Michelle,Turner,m.turner455@aobell.com,12/6/1999,TRUE,Silver
leat8420,Lori,Eaton,lori.eaton129@hmail.com,12/1/1993,FALSE,Silver
jfie2598,Jessica,Fields,j.fields743@hmail.com,10/12/2003,FALSE,Bronze
ewin8502,Erin,Winters,generalwinters29@aobell.com,1/4/2000,FALSE,Bronze
jjoh8281,Jacqueline,Johnson,darthjohnson628@coldmail.com,3/26/2003,FALSE,Bronze
nsmi7886,Nicole,Smith,nicolecool734@thesmiths.com,11/12/2004,FALSE,Silver
jcon9483,John,Conner,admiralconner447@coldmail.com,12/7/1969,TRUE,Silver
jnor7668,Jennifer,Norman,jennifer.no789@hmail.com,12/2/2002,FALSE,Bronze
phen2847,Paige,Henderson,paige.henderson461@aobell.com,9/29/2002,FALSE,Bronze
nsim4250,Nancy,Simon,nancyreal114@thesimons.com,6/24/1982,FALSE,Gold
tlit3699,Toni,Little,toni.little982@aobell.com,8/1/1996,FALSE,Gold
mram5587,Monica,Ramos,monicaramos695@hmail.com,6/14/1989,TRUE,Silver
dhil1561,Douglas,Hill,d.hill860@thehills.com,9/27/1989,FALSE,Bronze
vbel2775,Victoria,Bell,v.bell937@thebells.com,5/5/1991,TRUE,Gold
jpit3616,Jeffrey,Pitts,darthpitts690@aobell.com,12/15/1999,TRUE,Silver
jweb8764,Joshua,Webb,joshuareal817@hmail.com,9/29/1982,FALSE,Bronze
ccis6986,Christine,Cisneros,c.cisneros156@coldmail.com,2/1/1983,FALSE,Bronze
jdel3969,Jose,Deleon,jose.deleon254@coldmail.com,3/12/1997,FALSE,Silver
mkem8498,Monica,Kemp,monicakemp290@thekemps.com,2/14/1992,TRUE,Silver
