member_id,firstname,surname,email,birthday,over_year,membership_level
alop2917,Angela,Lopez,a.lopez741@aobell.com,1990-06-19,TRUE,Gold
ehun5100,Elizabeth,Hunter,elizabethhunter656@coldmail.com,1993-05-06,TRUE,Gold
dcol1693,Diane,Collier,diane.collier129@hmail.com,1998-12-09,TRUE,Silver
tmcd6644,Thomas,Mcdonald,thomascool197@aobell.com,1991-05-02,FALSE,Gold
vbak8833,Valerie,Baker,valerie.ba498@coldmail.com,2004-05-17,FALSE,Silver
vbro8135,Victor,Brown,generalbrown865@coldmail.com,1990-01-20,FALSE,Bronze
ecro8222,Elaine,Cross,elainemountain671@aobell.com,1998-07-24,FALSE,Bronze
jhen1667,John,Hendrix,darthhendrix718@hmail.com,1996-03-12,FALSE,Bronze
jgay2807,Jeremiah,Gay,jeremiah.ga81@aobell.com,1980-08-02,TRUE,Silver
bmor5988,Brittany,Morgan,brittany.morgan401@aobell.com,1999-08-04,TRUE,Bronze
ttor9376,Tracey,Torres,tracey.torres874@thetorress.com,1991-04-19,TRUE,Bronze
pmcc3119,Pamela,Mccoy,pamela.mccoy347@aobell.com,1998-10-30,TRUE,Gold
lmue4461,Leslie,Mueller,lesliemueller842@themuellers.com,2004-08-22,TRUE,Bronze
kvan3551,Kevin,Vance,k.vance496@hmail.com,1990-06-24,FALSE,Bronze
khol4569,Kimberly,Holland,kimberlyholland59@coldmail.com,1999-01-29,TRUE,Bronze
ccra3286,Carol,Crawford,carol.cr307@hmail.com,1992-07-06,TRUE,Bronze
psmi4086,Phillip,Smith,phillipsmith355@aobell.com,1999-10-20,TRUE,Bronze
lcha8370,Laura,Chapman,laurachapman570@aobell.com,1980-03-12,FALSE,Gold
jcox2304,Jodi,Cox,j.cox839@thecoxs.com,2001-07-21,TRUE,Silver
tmcc5275,Tonya,Mcclain,supermcclain682@hmail.com,2002-04-12,TRUE,Bronze
tpor5250,Teresa,Porter,teresaporter914@hmail.com,2001-07-15,TRUE,Bronze
datk5752,Danielle,Atkins,danielle.at811@coldmail.com,1999-01-24,FALSE,Silver
jbur2751,Jade,Burke,jade.bu722@coldmail.com,2002-01-01,FALSE,Bronze
swol9486,Sarah,Wolfe,sarah.wo453@aobell.com,1982-04-09,TRUE,Bronze
bcol1356,Beverly,Collier,beverly.co195@aobell.com,1996-05-22,TRUE,Bronze
sbak3968,Susan,Baker,susanbaker978@coldmail.com,1989-10-05,FALSE,Bronze
tcol7885,Traci,Cole,traci.co686@coldmail.com,2002-05-11,TRUE,Bronze
lcoo9045,Lawrence,Cooper,supercooper953@thecoopers.com,2003-01-11,FALSE,Bronze
vgue7877,Valerie,Guerrero,valerieguerrero919@theguerreros.com,1989-07-17,TRUE,Bronze
jtuc1374,Justin,Tucker,j.tucker534@hmail.com,2005-06-15,TRUE,Bronze
dgib7053,Donna,Gibbs,donnagibbs930@aobell.com,1988-07-15,TRUE,Silver
sram1586,Sharon,Ramos,sharoncool605@coldmail.com,1996-09-05,FALSE,Silver
mhal2608,Martin,Hall,martinbear91@coldmail.com,1993-02-23,TRUE,Bronze
wtay8464,William,Taylor,w.taylor405@hmail.com,2000-02-17,FALSE,Gold
arey4812,Ashley,Reyes,ashley.reyes761@coldmail.com,2005-03-07,FALSE,Bronze
kpac5187,Kevin,Pacheco,kevin.pa322@thepachecos.com,1992-06-17,TRUE,Gold
vwil9431,Valerie,Wilson,valeriewilson167@hmail.com,1983-06-21,FALSE,Silver
hwhi1163,Heather,White,heathercool693@thewhites.com,1991-07-12,TRUE,Silver
mort4103,Maria,Ortiz,maria.ortiz483@aobell.com,2002-03-07,FALSE,Silver
aall4375,Andrea,Allen,andrea.allen233@coldmail.com,2002-01-12,TRUE,Bronze
atow5627,Angela,Townsend,generaltownsend479@hmail.com,2003-06-21,FALSE,Silver
jweb6580,Jennifer,Webster,j.webster521@hmail.com,1975-11-08,TRUE,Silver
pwri6581,Patrick,Wright,patrickwright411@thewrights.com,1986-12-03,TRUE,Gold
skno4611,Stephen,Knox,stephenreal345@theknoxs.com,1999-10-19,FALSE,Bronze
skin2318,Susan,King,susanking701@coldmail.com,1983-05-12,FALSE,Bronze
dcam9263,Dean,Campos,dean.campos19@hmail.com,2003-10-03,FALSE,Silver
kmen9012,Kyle,Mendez,k.mendez161@themendezs.com,2002-03-16,FALSE,Silver
eham2222,Emily,Hampton,emily.ha135@aobell.com,2000-03-02,TRUE,Bronze
rcha5568,Rachel,Charles,generalcharles865@coldmail.com,1982-11-27,FALSE,Bronze
dbla3907,Daniel,Blake,danielblake527@hmail.com,2000-04-06,TRUE,Bronze
msul9035,Morgan,Sullivan,admiralsullivan131@thesullivans.com,1984-07-03,TRUE,Gold
smor4232,Steven,Morrison,s.morrison522@hmail.com,1994-11-03,TRUE,Silver
wcal9179,William,Calhoun,william.calhoun692@thecalhouns.com,1995-07-27,FALSE,Silver
jall8134,Jared,Allen,admiralallen225@theallens.com,1994-05-14,FALSE,Bronze
twag6657,Tammy,Wagner,darthwagner181@coldmail.com,1992-06-17,FALSE,Bronze
lhar7536,Lisa,Harvey,l.harvey737@aobell.com,2003-11-06,FALSE,Bronze
akel4726,Alexandra,Kelley,superkelley671@hmail.com,1982-11-20,TRUE,Silver
rrob8264,Raymond,Robles,darthrobles944@coldmail.com,1992-10-10,TRUE,Silver
pcoo3436,Patrick,Cooper,patrickcooper377@thecoopers.com,2005-03-25,TRUE,Bronze
jhub1830,Jonathan,Hubbard,jonathan.hubbard970@aobell.com,1985-03-13,FALSE,Bronze
knel1583,Kathleen,Nelson,kathleen.ne16@thenelsons.com,1996-10-06,TRUE,Bronze
mcas5537,Mary,Castro,maryreal969@coldmail.com,1988-04-27,TRUE,Silver
mcla4876,Mark,Clark,mark.cl860@aobell.com,1991-10-01,FALSE,Silver
srob9916,Samuel,Roberts,samuel.ro355@therobertss.com,2000-08-20,TRUE,Gold
bsmi8648,Brittany,Smith,brittanysmith580@aobell.com,1976-09-24,TRUE,Silver
rhay7668,Raymond,Hayes,raymondhayes656@coldmail.com,1999-06-08,FALSE,Bronze
asim6906,Alyssa,Simmons,alyssasimmons211@thesimmonss.com,1997-10-13,TRUE,Silver
abro3910,Andrea,Brown,tinybrown644@aobell.com,1996-11-25,FALSE,Silver
kalv6249,Kyle,Alvarado,kyle.al327@aobell.com,1989-09-06,FALSE,Silver
hjon8727,Heidi,Jones,captainjones503@thejoness.com,2005-02-25,TRUE,Bronze
aful6200,Allison,Fuller,tinyfuller988@thefullers.com,1988-11-28,TRUE,Bronze
kwis5760,Katherine,Wise,k.wise244@aobell.com,1982-09-18,TRUE,Bronze
swil8753,Sandra,Williams,sandra.williams615@coldmail.com,2005-11-25,TRUE,Bronze
clop3814,Carla,Lopez,carla.lo869@coldmail.com,1994-12-15,FALSE,Gold
rvan1302,Ryan,Vance,ryancheese503@aobell.com,2005-06-21,TRUE,Bronze
glee3994,Gerald,Lee,superlee622@coldmail.com,2002-10-01,TRUE,Bronze
swil4790,Sherri,Williams,sherricheese354@hmail.com,1980-10-14,FALSE,Silver
drey6061,Donna,Reyes,d.reyes530@hmail.com,1982-07-28,FALSE,Bronze
jvel4316,John,Velasquez,johncheese98@aobell.com,2004-04-27,TRUE,Silver
wosb9594,William,Osborne,william.osborne884@aobell.com,1996-03-13,FALSE,Silver
mrey1994,Mikayla,Reyes,m.reyes956@aobell.com,2003-03-13,FALSE,Silver
npri4277,Natalie,Price,darthprice204@hmail.com,1971-04-19,FALSE,Silver
ahar3236,Austin,Hardin,a.hardin836@hmail.com,1995-12-13,TRUE,Bronze
emas3415,Emily,Mason,emily.ma376@hmail.com,1999-11-22,TRUE,Bronze
scab8961,Susan,Cabrera,susanreal163@thecabreras.com,1981-07-09,TRUE,Gold
ksan3221,Katherine,Sanchez,katherinesanchez415@coldmail.com,2003-07-31,FALSE,Bronze
sros8840,Stacy,Rose,s.rose143@hmail.com,1992-05-16,TRUE,Gold
dols9680,Daisy,Olson,d.olson640@hmail.com,1980-02-12,TRUE,Silver
jdav8244,John,Davidson,johnbear997@coldmail.com,2004-12-16,TRUE,Gold
atay8468,Amanda,Taylor,amandataylor430@coldmail.com,1990-06-17,FALSE,Silver
jlee1521,Joshua,Lee,generallee137@thelees.com,1995-07-16,FALSE,Bronze
kwil6249,Kayla,Williams,k.williams107@coldmail.com,2000-12-27,TRUE,Silver
sand4789,Sharon,Anderson,sharon.anderson37@hmail.com,1989-04-08,TRUE,Gold
hgre5008,Hailey,Greer,hailey.gr843@hmail.com,1992-02-07,FALSE,Gold
rbro8197,Roberta,Brown,r.brown778@thebrowns.com,2002-04-17,TRUE,Silver
jspe6399,Jeffrey,Spencer,jeffrey.sp298@hmail.com,2002-12-30,TRUE,Silver
awag5795,Audrey,Wagner,captainwagner268@thewagners.com,2001-06-06,TRUE,Silver
mzim9455,Misty,Zimmerman,misty.zimmerman708@aobell.com,2003-08-11,FALSE,Silver
crho5929,Cassidy,Rhodes,cassidy.rh418@coldmail.com,2001-09-18,FALSE,Silver
rtor2365,Rachel,Torres,r.torres814@coldmail.com,1984-03-31,FALSE,Bronze
jcon6112,Jason,Contreras,awesomecontreras886@coldmail.com,2003-03-12,FALSE,Silver
mweb7185,Mary,Weber,mary.we694@hmail.com,1996-09-05,FALSE,Bronze
sham5674,Scott,Hamilton,scott.hamilton579@coldmail.com,2000-07-23,FALSE,Bronze
cfor6017,Caitlin,Ford,admiralford477@hmail.com,2003-02-28,FALSE,Gold
jbar8563,Jeffrey,Barker,j.barker502@hmail.com,2001-01-16,TRUE,Gold
jpar8049,Julie,Parks,captainparks285@theparkss.com,2004-11-03,TRUE,Bronze
lful1800,Lucas,Fuller,lucas.fu355@hmail.com,1977-04-17,TRUE,Gold
dper2978,Diane,Perez,dianemountain25@hmail.com,2001-10-17,FALSE,Bronze
swil8304,Sarah,Wilson,sarahreal478@thewilsons.com,2001-01-28,FALSE,Bronze
ewhi2591,Eddie,Whitehead,generalwhitehead968@coldmail.com,1998-11-08,FALSE,Silver
mada5872,Michael,Adams,m.adams768@aobell.com,1993-10-04,TRUE,Silver
bdia2390,Brenda,Diaz,brenda.di792@aobell.com,2005-02-28,TRUE,Gold
jhow1586,Joseph,Howard,captainhoward475@aobell.com,2005-09-24,FALSE,Bronze
jhil1898,James,Hill,generalhill292@coldmail.com,2003-03-07,FALSE,Bronze
catk5247,Cory,Atkinson,coryatkinson965@coldmail.com,1990-10-06,FALSE,Silver
mbri7456,Martha,Briggs,captainbriggs237@aobell.com,2005-08-15,TRUE,Gold
dcol2736,Dawn,Collins,d.collins137@aobell.com,1982-12-15,FALSE,Gold
reve2355,Robert,Everett,robert.ev669@theeveretts.com,1989-02-09,FALSE,Silver
jdav5075,Jennifer,Davis,jennifer.davis260@hmail.com,2001-10-02,FALSE,Silver
atho9364,Amanda,Thomas,tinythomas244@aobell.com,2000-04-09,FALSE,Silver
tros6022,Travis,Ross,travis.ro874@coldmail.com,1994-04-04,FALSE,Bronze
tlew5378,Tammy,Lewis,tammylewis433@coldmail.com,2000-11-19,FALSE,Bronze
sram3979,Stacy,Ramos,darthramos826@theramoss.com,1985-07-17,TRUE,Bronze
bjim6900,Bailey,Jimenez,captainjimenez937@thejimenezs.com,1998-01-18,FALSE,Bronze
mval8879,Meghan,Valdez,meghan.va967@hmail.com,2002-03-20,FALSE,Bronze
mski6070,Michael,Skinner,michael.skinner84@theskinners.com,1999-02-11,TRUE,Silver
nmas2903,Nicole,Mason,nicolecool152@themasons.com,2004-03-21,FALSE,Bronze
rwat3966,Ryan,Watts,ryanbear397@coldmail.com,2000-07-30,TRUE,Gold
dbla3471,Dana,Blackburn,generalblackburn357@coldmail.com,1996-12-01,FALSE,Silver
tdec7456,Tracy,Decker,tinydecker923@thedeckers.com,1988-12-29,TRUE,Silver
bjac3927,Billy,Jackson,billy.jackson973@coldmail.com,1986-01-24,FALSE,Silver
sbau4378,Sarah,Bauer,sarahcheese716@aobell.com,1999-08-20,FALSE,Bronze
tjoh9407,Taylor,Johnson,t.johnson519@coldmail.com,2003-01-30,FALSE,Bronze
moli1605,Monica,Oliver,monicaoliver655@hmail.com,1998-07-18,FALSE,Bronze
jgon8183,Jennifer,Gonzales,jennifergonzales206@coldmail.com,1998-07-04,TRUE,Bronze
nort6093,Norma,Ortiz,superortiz670@coldmail.com,1991-02-20,TRUE,Bronze
srey2111,Samantha,Reyes,s.reyes15@coldmail.com,1999-10-18,FALSE,Bronze
chug3874,Carolyn,Hughes,awesomehughes8@thehughess.com,2000-11-19,TRUE,Gold
mvas3662,Manuel,Vasquez,manuelvasquez269@hmail.com,1985-11-18,FALSE,Bronze
zgon8486,Zachary,Gonzalez,zachary.gonzalez491@thegonzalezs.com,2001-07-19,TRUE,Silver
ktay3372,Kimberly,Taylor,kimberly.ta123@aobell.com,1992-06-23,TRUE,Silver
dcon8991,Donna,Conley,donna.conley269@theconleys.com,2005-07-23,FALSE,Silver
vbow1903,Vincent,Bowen,vincent.bo987@aobell.com,2005-04-30,TRUE,Silver
kfit5767,Kelly,Fitzgerald,kelly.fi832@thefitzgeralds.com,1994-04-06,TRUE,Bronze
dmoo7294,Danielle,Moore,danielle.moore386@coldmail.com,2005-03-18,FALSE,Bronze
dhar6158,Darlene,Harris,captainharris31@aobell.com,2001-02-15,FALSE,Silver
cgar8466,Christian,Garcia,christian.ga900@thegarcias.com,1993-09-24,TRUE,Silver
awil1845,Austin,Williams,awesomewilliams188@hmail.com,2001-08-16,FALSE,Bronze
ccha5826,Charlotte,Chavez,charlottechavez277@coldmail.com,1999-06-02,TRUE,Silver
rmur8518,Raven,Murray,raven.mu801@coldmail.com,2002-02-09,TRUE,Bronze
djor6752,David,Jordan,davidjordan441@aobell.com,1981-11-15,TRUE,Bronze
dale1651,David,Alexander,david.alexander640@hmail.com,2005-05-27,TRUE,Silver
wbec1623,Wendy,Beck,wendybear15@aobell.com,1991-02-22,TRUE,Silver
jcas2586,Joseph,Casey,j.casey497@hmail.com,2003-08-15,TRUE,Bronze
brob3779,Billy,Robinson,billy.robinson955@therobinsons.com,2000-12-28,TRUE,Silver
syan4904,Sherry,Yang,s.yang217@coldmail.com,2003-09-22,FALSE,Silver
hgil9129,Heidi,Gilbert,heidi.gi785@coldmail.com,1998-10-01,FALSE,Bronze
asan2894,Alexander,Sanders,a.sanders406@coldmail.com,2002-04-04,FALSE,Bronze
dhil7681,Danielle,Hill,daniellecool661@thehills.com,1980-09-25,TRUE,Gold
jhic4636,Jason,Hicks,jason.hicks428@coldmail.com,2003-02-18,FALSE,Gold
sdoy9967,Sarah,Doyle,sarahbear653@hmail.com,1993-04-24,FALSE,Bronze
ohar4331,Olivia,Harding,oliviaharding326@hmail.com,2000-10-23,FALSE,Silver
nste7221,Nicole,Stephens,nicole.stephens744@coldmail.com,2005-12-17,FALSE,Bronze
jgra5537,Jacqueline,Graham,jacquelinegraham678@thegrahams.com,1982-12-17,TRUE,Bronze
mher5942,Mary,Hernandez,m.hernandez806@thehernandezs.com,2002-07-28,FALSE,Silver
cmor4187,Courtney,Morrison,courtneymountain637@themorrisons.com,1990-08-12,FALSE,Silver
mher5217,Maria,Herrera,m.herrera809@coldmail.com,2003-08-22,FALSE,Silver
lsim5994,Lisa,Sims,lisa.si118@coldmail.com,2004-07-14,TRUE,Bronze
egra2363,Eric,Gray,e.gray968@thegrays.com,1999-08-24,FALSE,Gold
edav9234,Emily,Davis,emily.da72@coldmail.com,2000-11-05,TRUE,Silver
hjon2266,Heather,Jones,heather.jones65@aobell.com,1991-05-22,TRUE,Silver
jhol5265,Jodi,Holmes,jodi.holmes286@aobell.com,1996-02-21,FALSE,Bronze
jaya3796,James,Ayala,james.ay926@hmail.com,1991-04-16,TRUE,Bronze
jwhe8185,Jill,Wheeler,j.wheeler946@coldmail.com,1987-01-01,TRUE,Bronze
ches2220,Christina,Hess,christinacheese493@aobell.com,2004-03-17,TRUE,Silver
fbro3458,Felicia,Brown,f.brown115@aobell.com,1998-12-13,FALSE,Gold
chen4467,Christine,Hensley,christine.hensley262@aobell.com,1997-04-21,TRUE,Silver
rmil6594,Rebecca,Miller,rebecca.miller667@coldmail.com,1981-01-02,FALSE,Bronze
lcob3850,Lori,Cobb,l.cobb845@hmail.com,1980-09-10,FALSE,Bronze
mbar9933,Michelle,Barr,michelle.barr448@hmail.com,2001-02-11,FALSE,Bronze
mkim1686,Melissa,Kim,melissacheese548@coldmail.com,2004-08-20,FALSE,Bronze
asto7618,Anthony,Stout,anthony.stout44@aobell.com,2001-02-01,TRUE,Gold
jjoy1961,Justin,Joyce,justinjoyce440@coldmail.com,1999-06-19,FALSE,Silver
jvan1151,Julie,Vang,julie.vang221@hmail.com,1988-04-22,TRUE,Bronze
jkel8401,Joseph,Kelly,awesomekelly927@coldmail.com,1985-05-05,TRUE,Silver
jmor6478,Jennifer,Morris,admiralmorris824@hmail.com,1999-04-01,TRUE,Silver
pngu2763,Patrick,Nguyen,patrickcheese660@aobell.com,2000-10-13,FALSE,Bronze
jrob4584,Jaime,Robinson,jaimecheese352@therobinsons.com,1980-11-11,TRUE,Gold
bhal1724,Brenda,Hall,brenda.hall618@coldmail.com,2001-11-28,TRUE,Bronze
ksmi3749,Kathleen,Smith,kathleencheese852@thesmiths.com,1975-04-06,FALSE,Silver
rgib3088,Robin,Gibson,robingibson355@hmail.com,2001-10-30,TRUE,Bronze
ejar9259,Eric,Jarvis,eric.ja358@coldmail.com,1996-04-30,TRUE,Silver
tjoh2867,Timothy,Johnson,timothycool218@aobell.com,2000-11-10,FALSE,Bronze
sgon6617,Shane,Gonzalez,shane.go192@hmail.com,1961-06-06,TRUE,Silver
rfro6804,Ross,Frost,rosscheese33@thefrosts.com,1973-04-19,FALSE,Bronze
jfox3095,Jessica,Fox,jessica.fox386@coldmail.com,2005-07-24,TRUE,Gold
jdic3644,Jennifer,Dickerson,jenniferdickerson893@aobell.com,2001-07-13,FALSE,Bronze
krho6361,Kaylee,Rhodes,darthrhodes443@coldmail.com,1998-02-09,FALSE,Bronze
ssil5455,Sylvia,Silva,sylvia.si12@thesilvas.com,1995-02-28,FALSE,Bronze
cste9303,Christine,Stevens,generalstevens438@hmail.com,2002-01-24,TRUE,Bronze
ecar8061,Elizabeth,Carter,elizabethreal76@coldmail.com,1998-09-18,FALSE,Bronze
egol6742,Elizabeth,Golden,elizabethbear802@thegoldens.com,1992-08-12,FALSE,Silver
dric9426,Denise,Rice,denisereal366@coldmail.com,2000-08-20,FALSE,Bronze
jjoh2767,Joshua,Johnson,j.johnson17@thejohnsons.com,2002-08-23,FALSE,Bronze
cjoh4993,Clifford,Johnson,cliffordjohnson806@coldmail.com,2000-05-22,TRUE,Silver
aguz5505,Amy,Guzman,a.guzman699@aobell.com,1994-11-12,TRUE,Silver
lgil1972,Lisa,Gill,lisa.gi283@hmail.com,2004-12-26,FALSE,Silver
jcar1693,Jessica,Carr,jessicacarr334@thecarrs.com,1998-02-07,TRUE,Bronze
cmas6669,Chelsea,Mason,chelseareal308@themasons.com,2000-03-05,FALSE,Silver
sper1710,Sarah,Perez,s.perez958@theperezs.com,1969-04-16,FALSE,Silver
mtur1382,Michelle,Turner,m.turner455@aobell.com,1999-12-06,TRUE,Silver
leat8420,Lori,Eaton,lori.eaton129@hmail.com,1993-12-01,FALSE,Silver
jfie2598,Jessica,Fields,j.fields743@hmail.com,2003-10-12,FALSE,Bronze
ewin8502,Erin,Winters,generalwinters29@aobell.com,2000-01-04,FALSE,Bronze
jjoh8281,Jacqueline,Johnson,darthjohnson628@coldmail.com,2003-03-26,FALSE,Bronze
nsmi7886,Nicole,Smith,nicolecool734@thesmiths.com,2004-11-12,FALSE,Silver
jcon9483,John,Conner,admiralconner447@coldmail.com,1969-12-07,TRUE,Silver
jnor7668,Jennifer,Norman,jennifer.no789@hmail.com,2002-12-02,FALSE,Bronze
phen2847,Paige,Henderson,paige.henderson461@aobell.com,2002-09-29,FALSE,Bronze
nsim4250,Nancy,Simon,nancyreal114@thesimons.com,1982-06-24,FALSE,Gold
tlit3699,Toni,Little,toni.little982@aobell.com,1996-08-01,FALSE,Gold
mram5587,Monica,Ramos,monicaramos695@hmail.com,1989-06-14,TRUE,Silver
dhil1561,Douglas,Hill,d.hill860@thehills.com,1989-09-27,FALSE,Bronze
vbel2775,Victoria,Bell,v.bell937@thebells.com,1991-05-05,TRUE,Gold
jpit3616,Jeffrey,Pitts,darthpitts690@aobell.com,1999-12-15,TRUE,Silver
jweb8764,Joshua,Webb,joshuareal817@hmail.com,1982-09-29,FALSE,Bronze
ccis6986,Christine,Cisneros,c.cisneros156@coldmail.com,1983-02-01,FALSE,Bronze
jdel3969,Jose,Deleon,jose.deleon254@coldmail.com,1997-03-12,FALSE,Silver
mkem8498,Monica,Kemp,monicakemp290@thekemps.com,1992-02-14,TRUE,Silver
